Record ID,Implementation Name,Implementation Type,Implementation pipeline stage,Time in current stage,Date entered current stage,PO Date,Implementation Live/Complete,Duration between PO date and Live/Complete Date,Estimated Go-Live Date,Object create date/time,"Date entered ""Not Started (Implementation Pipeline)""","Date exited ""Not Started (Implementation Pipeline)""","Date entered ""Pending Sales Purchase Review (Implementation Pipeline)""","Date exited ""Pending Sales Purchase Review (Implementation Pipeline)""","Date entered ""Pending Kickoff Call (Implementation Pipeline)""","Date exited ""Pending Kickoff Call (Implementation Pipeline)""","Date entered ""Pending Technical Readiness (Implementation Pipeline)""","Date exited ""Pending Technical Readiness (Implementation Pipeline)""","Date entered ""Pending Server Tour (Implementation Pipeline)""","Date exited ""Pending Server Tour (Implementation Pipeline)""","Date entered ""Pending Server/Remote Access (Implementation Pipeline)""","Date exited ""Pending Server/Remote Access (Implementation Pipeline)""","Date entered ""Pending Software Installation (Implementation Pipeline)""","Date exited ""Pending Software Installation (Implementation Pipeline)""","Date entered ""Software Installation Completed (Implementation Pipeline)""","Date exited ""Software Installation Completed (Implementation Pipeline)""","Date entered ""Network Testing (Implementation Pipeline)""","Date exited ""Network Testing (Implementation Pipeline)""","Date entered ""Network Testing Completed (Implementation Pipeline)""","Date exited ""Network Testing Completed (Implementation Pipeline)""","Date entered ""In Progress (Implementation Pipeline)""","Date exited ""In Progress (Implementation Pipeline)""","Date entered ""In Training (Implementation Pipeline)""","Date exited ""In Training (Implementation Pipeline)""","Date entered ""Waiting on Customer (Implementation Pipeline)""","Date exited ""Waiting on Customer (Implementation Pipeline)""","Date entered ""Waiting on GD (Implementation Pipeline)""","Date exited ""Waiting on GD (Implementation Pipeline)""","Date entered ""On-hold (Implementation Pipeline)""","Date exited ""On-hold (Implementation Pipeline)""","Date entered ""Go-Live Scheduled (Implementation Pipeline)""","Date exited ""Go-Live Scheduled (Implementation Pipeline)""","Date entered ""Implementation Live/Complete (Implementation Pipeline)""","Date exited ""Implementation Live/Complete (Implementation Pipeline)"""
33000237,Implementation 33000237,e-Bridge,Implementation Live/Complete,6393600000,2026-04-18T00:00:00Z,12/15/2025,2026-04-04,9504000000,04/14/2026,2025-11-25T00:00:00Z,2025-11-25T00:00:00Z,2025-12-23T00:00:00Z,,,,,,,,,,,,,,,,,2025-12-23T00:00:00Z,2026-01-19T00:00:00Z,,,,,2026-01-19T00:00:00Z,2026-02-15T00:00:00Z,2026-02-15T00:00:00Z,2026-03-09T00:00:00Z,,,,,2026-04-18T00:00:00Z,
33000238,Implementation 33000238,CAREpoint;e-Bridge,Implementation Live/Complete,8985600000,2026-03-19T00:00:00Z,10/01/2025,2026-03-12,13996800000,01/29/2026,2025-09-22T00:00:00Z,,,,,2025-09-22T00:00:00Z,2025-11-06T00:00:00Z,,,,,,,,,,,,,2025-11-06T00:00:00Z,2025-12-21T00:00:00Z,,,,,2025-12-21T00:00:00Z,2026-01-28T00:00:00Z,,,,,,,2026-03-19T00:00:00Z,
33000239,Implementation 33000239,e-Bridge,Implementation Live/Complete,19008000000,2025-11-23T00:00:00Z,10/04/2025,2025-11-10,3196800000,02/01/2026,2025-09-22T00:00:00Z,,,,,2025-09-22T00:00:00Z,2025-09-26T00:00:00Z,,,,,2025-09-26T00:00:00Z,2025-10-05T00:00:00Z,2025-10-05T00:00:00Z,2025-10-13T00:00:00Z,,,,,,,,,,,,,,,,,2025-10-13T00:00:00Z,2025-10-18T00:00:00Z,2025-11-23T00:00:00Z,
33000240,Implementation 33000240,CAREpoint;e-Bridge,Implementation Live/Complete,259200000,2026-06-28T00:00:00Z,02/12/2026,2026-06-20,11059200000,06/12/2026,2026-01-28T00:00:00Z,,,,,,,,,,,,,,,,,2026-01-28T00:00:00Z,2026-02-25T00:00:00Z,,,2026-02-25T00:00:00Z,2026-03-23T00:00:00Z,2026-03-23T00:00:00Z,2026-04-20T00:00:00Z,,,,,2026-04-20T00:00:00Z,2026-05-16T00:00:00Z,,,2026-06-28T00:00:00Z,
33000241,Implementation 33000241,CAREpoint,Implementation Live/Complete,9763200000,2026-03-10T00:00:00Z,10/06/2025,2026-03-01,12614400000,02/03/2026,2025-09-22T00:00:00Z,,,,,2025-09-22T00:00:00Z,2025-10-23T00:00:00Z,,,,,,,2025-10-23T00:00:00Z,2025-11-26T00:00:00Z,,,,,2025-11-26T00:00:00Z,2025-12-28T00:00:00Z,,,,,,,2025-12-28T00:00:00Z,2026-02-02T00:00:00Z,,,,,2026-03-10T00:00:00Z,
33000242,Implementation 33000242,CAREpoint,Implementation Live/Complete,777600000,2026-06-22T00:00:00Z,02/16/2026,2026-06-07,9590400000,06/16/2026,2026-02-08T00:00:00Z,,,,,,,,,,,,,,,,,2026-02-08T00:00:00Z,2026-03-01T00:00:00Z,2026-03-01T00:00:00Z,2026-03-18T00:00:00Z,,,2026-03-18T00:00:00Z,2026-04-10T00:00:00Z,,,2026-04-10T00:00:00Z,2026-05-02T00:00:00Z,,,2026-05-02T00:00:00Z,2026-05-23T00:00:00Z,2026-06-22T00:00:00Z,
33000243,Implementation 33000243,e-Bridge,Implementation Live/Complete,16156800000,2025-12-26T00:00:00Z,10/08/2025,2025-12-15,5875200000,02/05/2026,2025-09-22T00:00:00Z,,,2025-09-22T00:00:00Z,2025-10-05T00:00:00Z,2025-10-05T00:00:00Z,2025-10-17T00:00:00Z,,,2025-10-17T00:00:00Z,2025-11-02T00:00:00Z,,,2025-11-02T00:00:00Z,2025-11-20T00:00:00Z,,,,,,,,,,,,,,,,,,,2025-12-26T00:00:00Z,
33000244,Implementation 33000244,CAREpoint,Implementation Live/Complete,13651200000,2026-01-24T00:00:00Z,10/03/2025,2026-01-04,8035200000,01/31/2026,2025-09-22T00:00:00Z,,,,,2025-09-22T00:00:00Z,2025-10-23T00:00:00Z,2025-10-23T00:00:00Z,2025-11-23T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-24T00:00:00Z,
33000245,Implementation 33000245,CAREpoint,Implementation Live/Complete,5702400000,2026-04-26T00:00:00Z,12/30/2025,2026-04-11,8812800000,04/29/2026,2025-12-15T00:00:00Z,2025-12-15T00:00:00Z,2026-01-15T00:00:00Z,,,,,,,,,,,2026-01-15T00:00:00Z,2026-02-14T00:00:00Z,,,,,,,,,,,,,,,2026-02-14T00:00:00Z,2026-03-18T00:00:00Z,,,2026-04-26T00:00:00Z,
33000246,Implementation 33000246,CAREpoint,Implementation Live/Complete,345600000,2026-06-27T00:00:00Z,01/26/2026,2026-06-02,10972800000,05/26/2026,2026-01-21T00:00:00Z,2026-01-21T00:00:00Z,2026-02-12T00:00:00Z,,,,,,,,,,,,,,,,,2026-02-12T00:00:00Z,2026-03-04T00:00:00Z,,,2026-03-04T00:00:00Z,2026-03-22T00:00:00Z,2026-03-22T00:00:00Z,2026-04-18T00:00:00Z,,,2026-04-18T00:00:00Z,2026-05-15T00:00:00Z,,,2026-06-27T00:00:00Z,
33000247,Implementation 33000247,e-Bridge,Implementation Live/Complete,1900800000,2026-06-09T00:00:00Z,02/20/2026,2026-05-29,8467200000,06/20/2026,2026-02-06T00:00:00Z,,,2026-02-06T00:00:00Z,2026-03-04T00:00:00Z,2026-03-04T00:00:00Z,2026-03-28T00:00:00Z,2026-03-28T00:00:00Z,2026-04-24T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-09T00:00:00Z,
33000248,Implementation 33000248,CAREpoint,Implementation Live/Complete,19440000000,2025-11-18T00:00:00Z,10/11/2025,2025-11-14,2937600000,02/08/2026,2025-09-22T00:00:00Z,,,2025-09-22T00:00:00Z,2025-10-07T00:00:00Z,,,,,,,,,,,,,,,,,2025-10-07T00:00:00Z,2025-10-15T00:00:00Z,,,,,2025-10-15T00:00:00Z,2025-10-24T00:00:00Z,,,2025-10-24T00:00:00Z,2025-11-05T00:00:00Z,2025-11-18T00:00:00Z,
33000249,Implementation 33000249,CAREpoint,Implementation Live/Complete,12614400000,2026-02-05T00:00:00Z,10/10/2025,2026-01-24,9158400000,02/07/2026,2025-09-22T00:00:00Z,,,2025-09-22T00:00:00Z,2025-10-19T00:00:00Z,,,,,,,,,2025-10-19T00:00:00Z,2025-11-14T00:00:00Z,,,,,,,,,,,,,2025-11-14T00:00:00Z,2025-12-06T00:00:00Z,,,2025-12-06T00:00:00Z,2025-12-29T00:00:00Z,2026-02-05T00:00:00Z,
33000250,Implementation 33000250,CAREpoint,Implementation Live/Complete,9072000000,2026-03-18T00:00:00Z,11/05/2025,2026-02-25,9676800000,03/05/2026,2025-11-03T00:00:00Z,,,,,2025-11-03T00:00:00Z,2025-11-22T00:00:00Z,2025-11-22T00:00:00Z,2025-12-18T00:00:00Z,,,2025-12-18T00:00:00Z,2026-01-10T00:00:00Z,,,2026-01-10T00:00:00Z,2026-02-02T00:00:00Z,,,,,,,,,,,,,,,,,2026-03-18T00:00:00Z,
33000251,Implementation 33000251,e-Bridge,Implementation Live/Complete,20044800000,2025-11-11T00:00:00Z,09/29/2025,2025-10-27,2419200000,01/27/2026,2025-09-22T00:00:00Z,,,2025-09-22T00:00:00Z,2025-10-03T00:00:00Z,,,,,,,,,,,,,,,2025-10-03T00:00:00Z,2025-10-10T00:00:00Z,,,,,2025-10-10T00:00:00Z,2025-10-17T00:00:00Z,,,,,,,2025-11-11T00:00:00Z,
33000252,Implementation 33000252,e-Bridge,Implementation Live/Complete,12268800000,2026-02-09T00:00:00Z,10/09/2025,2026-01-25,9331200000,02/06/2026,2025-09-22T00:00:00Z,,,,,2025-09-22T00:00:00Z,2025-10-27T00:00:00Z,,,,,,,,,2025-10-27T00:00:00Z,2025-12-02T00:00:00Z,,,,,,,,,2025-12-02T00:00:00Z,2026-01-02T00:00:00Z,,,,,,,2026-02-09T00:00:00Z,
33000253,Implementation 33000253,e-Bridge,Implementation Live/Complete,9504000000,2026-03-13T00:00:00Z,10/08/2025,2026-03-04,12700800000,02/05/2026,2025-09-22T00:00:00Z,,,,,2025-09-22T00:00:00Z,2025-10-29T00:00:00Z,,,,,2025-10-29T00:00:00Z,2025-12-02T00:00:00Z,,,,,,,,,,,2025-12-02T00:00:00Z,2025-12-31T00:00:00Z,,,,,,,2025-12-31T00:00:00Z,2026-02-04T00:00:00Z,2026-03-13T00:00:00Z,
33000254,Implementation 33000254,CAREpoint,Implementation Live/Complete,11923200000,2026-02-13T00:00:00Z,09/26/2025,2026-01-31,10972800000,01/24/2026,2025-09-22T00:00:00Z,,,,,2025-09-22T00:00:00Z,2025-11-07T00:00:00Z,,,,,,,,,,,,,,,,,,,2025-11-07T00:00:00Z,2025-12-22T00:00:00Z,,,,,,,2026-02-13T00:00:00Z,
33000255,Implementation 33000255,CAREpoint,Implementation Live/Complete,10800000000,2026-02-26T00:00:00Z,11/06/2025,2026-02-15,8726400000,03/06/2026,2025-10-17T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-17T00:00:00Z,2025-11-30T00:00:00Z,2025-11-30T00:00:00Z,2026-01-06T00:00:00Z,,,2026-02-26T00:00:00Z,
33000256,Implementation 33000256,CAREpoint,Implementation Live/Complete,14947200000,2026-01-09T00:00:00Z,09/25/2025,2025-12-19,7344000000,01/23/2026,2025-09-22T00:00:00Z,,,,,2025-09-22T00:00:00Z,2025-10-11T00:00:00Z,,,,,,,2025-10-11T00:00:00Z,2025-10-21T00:00:00Z,,,,,2025-10-21T00:00:00Z,2025-11-07T00:00:00Z,2025-11-07T00:00:00Z,2025-11-24T00:00:00Z,,,,,,,2025-11-24T00:00:00Z,2025-12-03T00:00:00Z,,,2026-01-09T00:00:00Z,
33000257,Implementation 33000257,CAREpoint,Implementation Live/Complete,17625600000,2025-12-09T00:00:00Z,10/12/2025,2025-11-17,3110400000,02/09/2026,2025-09-22T00:00:00Z,,,,,,,2025-09-22T00:00:00Z,2025-09-29T00:00:00Z,,,2025-09-29T00:00:00Z,2025-10-07T00:00:00Z,,,,,,,2025-10-07T00:00:00Z,2025-10-12T00:00:00Z,,,,,2025-10-12T00:00:00Z,2025-10-19T00:00:00Z,,,,,2025-10-19T00:00:00Z,2025-11-02T00:00:00Z,2025-12-09T00:00:00Z,
33000258,Implementation 33000258,CAREpoint,Implementation Live/Complete,7776000000,2026-04-02T00:00:00Z,10/09/2025,2026-03-12,13305600000,02/06/2026,2025-09-22T00:00:00Z,2025-09-22T00:00:00Z,2025-11-22T00:00:00Z,,,,,,,,,,,,,,,,,,,2025-11-22T00:00:00Z,2026-01-17T00:00:00Z,,,,,,,,,,,2026-04-02T00:00:00Z,
33000259,Implementation 33000259,CAREpoint,Implementation Live/Complete,6912000000,2026-04-12T00:00:00Z,10/30/2025,2026-03-29,12960000000,02/27/2026,2025-10-21T00:00:00Z,,,,,,,2025-10-21T00:00:00Z,2025-12-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,2025-12-09T00:00:00Z,2026-01-28T00:00:00Z,2026-04-12T00:00:00Z,
33000260,Implementation 33000260,e-Bridge,Implementation Live/Complete,12355200000,2026-02-08T00:00:00Z,09/30/2025,2026-01-23,9936000000,01/28/2026,2025-09-22T00:00:00Z,,,,,,,,,,,,,,,2025-09-22T00:00:00Z,2025-10-15T00:00:00Z,,,2025-10-15T00:00:00Z,2025-11-06T00:00:00Z,,,,,,,,,2025-11-06T00:00:00Z,2025-12-01T00:00:00Z,2025-12-01T00:00:00Z,2025-12-26T00:00:00Z,2026-02-08T00:00:00Z,
33000261,Implementation 33000261,CAREpoint,Implementation Live/Complete,5788800000,2026-04-25T00:00:00Z,10/09/2025,2026-04-19,16588800000,02/06/2026,2025-09-23T00:00:00Z,2025-09-23T00:00:00Z,2025-10-31T00:00:00Z,2025-10-31T00:00:00Z,2025-12-08T00:00:00Z,,,,,,,,,,,,,,,,,,,,,2025-12-08T00:00:00Z,2026-01-23T00:00:00Z,,,,,2026-01-23T00:00:00Z,2026-03-02T00:00:00Z,2026-04-25T00:00:00Z,
33000262,Implementation 33000262,CAREpoint,Implementation Live/Complete,20390400000,2025-11-07T00:00:00Z,09/26/2025,2025-10-26,2592000000,01/24/2026,2025-09-22T00:00:00Z,,,,,,,,,2025-09-22T00:00:00Z,2025-09-24T00:00:00Z,,,,,,,,,2025-09-24T00:00:00Z,2025-09-29T00:00:00Z,,,2025-09-29T00:00:00Z,2025-10-10T00:00:00Z,2025-10-10T00:00:00Z,2025-10-15T00:00:00Z,,,,,,,2025-11-07T00:00:00Z,
33000263,Implementation 33000263,CAREpoint,Implementation Live/Complete,10540800000,2026-03-01T00:00:00Z,09/25/2025,2026-02-12,12096000000,01/23/2026,2025-09-22T00:00:00Z,,,,,,,,,2025-09-22T00:00:00Z,2025-10-16T00:00:00Z,,,,,,,,,,,,,2025-10-16T00:00:00Z,2025-11-08T00:00:00Z,,,,,2025-11-08T00:00:00Z,2025-12-10T00:00:00Z,2025-12-10T00:00:00Z,2026-01-10T00:00:00Z,2026-03-01T00:00:00Z,
33000264,Implementation 33000264,CAREpoint;e-Bridge,Implementation Live/Complete,16934400000,2025-12-17T00:00:00Z,10/04/2025,2025-12-16,6307200000,02/01/2026,2025-09-22T00:00:00Z,,,,,2025-09-22T00:00:00Z,2025-10-06T00:00:00Z,,,,,2025-10-06T00:00:00Z,2025-10-20T00:00:00Z,,,,,2025-10-20T00:00:00Z,2025-10-29T00:00:00Z,2025-10-29T00:00:00Z,2025-11-15T00:00:00Z,,,,,,,,,,,2025-11-15T00:00:00Z,2025-11-28T00:00:00Z,2025-12-17T00:00:00Z,
33000265,Implementation 33000265,e-Bridge,Implementation Live/Complete,5788800000,2026-04-25T00:00:00Z,09/30/2025,2026-04-09,16502400000,01/28/2026,2025-09-22T00:00:00Z,,,,,,,,,,,,,2025-09-22T00:00:00Z,2025-10-28T00:00:00Z,,,2025-10-28T00:00:00Z,2025-12-11T00:00:00Z,,,,,,,,,,,2025-12-11T00:00:00Z,2026-01-16T00:00:00Z,2026-01-16T00:00:00Z,2026-02-26T00:00:00Z,2026-04-25T00:00:00Z,
33000266,Implementation 33000266,CAREpoint,Implementation Live/Complete,8294400000,2026-03-27T00:00:00Z,10/07/2025,2026-03-24,14515200000,02/04/2026,2025-10-04T00:00:00Z,,,2025-10-04T00:00:00Z,2025-11-29T00:00:00Z,,,,,,,,,,,,,,,,,,,2025-11-29T00:00:00Z,2026-01-27T00:00:00Z,,,,,,,,,2026-03-27T00:00:00Z,
33000267,Implementation 33000267,e-Bridge,Implementation Live/Complete,6048000000,2026-04-22T00:00:00Z,11/17/2025,2026-04-21,13392000000,03/17/2026,2025-11-02T00:00:00Z,,,,,2025-11-02T00:00:00Z,2025-12-05T00:00:00Z,,,2025-12-05T00:00:00Z,2025-12-31T00:00:00Z,2025-12-31T00:00:00Z,2026-01-31T00:00:00Z,,,,,,,,,2026-01-31T00:00:00Z,2026-02-28T00:00:00Z,,,,,2026-02-28T00:00:00Z,2026-03-26T00:00:00Z,,,,,2026-04-22T00:00:00Z,
33000268,Implementation 33000268,CAREpoint,Implementation Live/Complete,9763200000,2026-03-10T00:00:00Z,11/03/2025,2026-03-08,10800000000,03/03/2026,2025-10-20T00:00:00Z,,,,,,,,,,,2025-10-20T00:00:00Z,2025-11-23T00:00:00Z,2025-11-23T00:00:00Z,2025-12-22T00:00:00Z,,,2025-12-22T00:00:00Z,2026-01-20T00:00:00Z,,,,,,,,,,,,,,,2026-03-10T00:00:00Z,
33000269,Implementation 33000269,CAREpoint,Implementation Live/Complete,4320000000,2026-05-12T00:00:00Z,10/01/2025,2026-04-29,18144000000,01/29/2026,2025-09-22T00:00:00Z,,,,,,,,,,,,,,,2025-09-22T00:00:00Z,2025-11-15T00:00:00Z,2025-11-15T00:00:00Z,2026-01-05T00:00:00Z,,,,,,,2026-01-05T00:00:00Z,2026-02-28T00:00:00Z,,,,,,,2026-05-12T00:00:00Z,
33000270,Implementation 33000270,e-Bridge,Implementation Live/Complete,13046400000,2026-01-31T00:00:00Z,10/07/2025,2026-01-20,9072000000,02/04/2026,2025-09-22T00:00:00Z,,,,,2025-09-22T00:00:00Z,2025-10-11T00:00:00Z,,,,,,,,,2025-10-11T00:00:00Z,2025-10-31T00:00:00Z,,,,,2025-10-31T00:00:00Z,2025-11-25T00:00:00Z,,,,,,,2025-11-25T00:00:00Z,2025-12-24T00:00:00Z,,,2026-01-31T00:00:00Z,
33000271,Implementation 33000271,CAREpoint,Implementation Live/Complete,4320000000,2026-05-12T00:00:00Z,12/16/2025,2026-05-09,12441600000,04/15/2026,2025-12-02T00:00:00Z,,,,,,,,,,,2025-12-02T00:00:00Z,2026-01-12T00:00:00Z,,,,,,,,,2026-01-12T00:00:00Z,2026-02-16T00:00:00Z,,,,,2026-02-16T00:00:00Z,2026-03-22T00:00:00Z,,,,,2026-05-12T00:00:00Z,
33000272,Implementation 33000272,CAREpoint;e-Bridge,Implementation Live/Complete,11750400000,2026-02-15T00:00:00Z,09/27/2025,2026-01-27,10540800000,01/25/2026,2025-09-22T00:00:00Z,,,,,,,,,,,,,2025-09-22T00:00:00Z,2025-10-31T00:00:00Z,,,,,2025-10-31T00:00:00Z,2025-12-09T00:00:00Z,,,,,,,,,,,,,2026-02-15T00:00:00Z,
33000273,Implementation 33000273,CAREpoint;e-Bridge,Implementation Live/Complete,13824000000,2026-01-22T00:00:00Z,10/08/2025,2026-01-02,7430400000,02/05/2026,2025-09-22T00:00:00Z,,,,,,,,,,,,,,,,,,,2025-09-22T00:00:00Z,2025-10-24T00:00:00Z,2025-10-24T00:00:00Z,2025-11-22T00:00:00Z,,,,,,,,,,,2026-01-22T00:00:00Z,
33000274,Implementation 33000274,CAREpoint,Implementation Live/Complete,11145600000,2026-02-22T00:00:00Z,10/13/2025,2026-02-16,10886400000,02/10/2026,2025-10-08T00:00:00Z,,,,,,,,,,,,,2025-10-08T00:00:00Z,2025-11-20T00:00:00Z,,,,,,,,,2025-11-20T00:00:00Z,2025-12-31T00:00:00Z,,,,,,,,,2026-02-22T00:00:00Z,
33000275,Implementation 33000275,CAREpoint,Implementation Live/Complete,19267200000,2025-11-20T00:00:00Z,09/25/2025,2025-11-14,4320000000,01/23/2026,2025-09-22T00:00:00Z,,,2025-09-22T00:00:00Z,2025-09-26T00:00:00Z,,,,,,,,,,,2025-09-26T00:00:00Z,2025-10-02T00:00:00Z,,,,,2025-10-02T00:00:00Z,2025-10-12T00:00:00Z,2025-10-12T00:00:00Z,2025-10-21T00:00:00Z,,,,,2025-10-21T00:00:00Z,2025-10-29T00:00:00Z,,,2025-11-20T00:00:00Z,
33000276,Implementation 33000276,CAREpoint,Implementation Live/Complete,12700800000,2026-02-04T00:00:00Z,10/03/2025,2026-01-13,8812800000,01/31/2026,2025-09-22T00:00:00Z,,,2025-09-22T00:00:00Z,2025-10-13T00:00:00Z,,,2025-10-13T00:00:00Z,2025-11-07T00:00:00Z,,,,,,,2025-11-07T00:00:00Z,2025-11-25T00:00:00Z,,,,,,,,,2025-11-25T00:00:00Z,2025-12-14T00:00:00Z,,,,,,,2026-02-04T00:00:00Z,
33000277,Implementation 33000277,CAREpoint,Implementation Live/Complete,259200000,2026-06-28T00:00:00Z,02/23/2026,2026-06-20,10108800000,06/23/2026,2026-02-20T00:00:00Z,,,,,,,,,,,,,,,2026-02-20T00:00:00Z,2026-03-17T00:00:00Z,,,2026-03-17T00:00:00Z,2026-04-13T00:00:00Z,2026-04-13T00:00:00Z,2026-05-08T00:00:00Z,,,,,,,,,,,2026-06-28T00:00:00Z,
33000278,Implementation 33000278,e-Bridge,Implementation Live/Complete,13651200000,2026-01-24T00:00:00Z,09/29/2025,2026-01-07,8640000000,01/27/2026,2025-09-22T00:00:00Z,2025-09-22T00:00:00Z,2025-10-11T00:00:00Z,,,2025-10-11T00:00:00Z,2025-10-28T00:00:00Z,,,,,,,,,,,,,,,2025-10-28T00:00:00Z,2025-11-18T00:00:00Z,,,,,,,2025-11-18T00:00:00Z,2025-12-08T00:00:00Z,2025-12-08T00:00:00Z,2025-12-21T00:00:00Z,2026-01-24T00:00:00Z,
33000279,Implementation 33000279,e-Bridge,Implementation Live/Complete,1468800000,2026-06-14T00:00:00Z,11/23/2025,2026-06-07,16934400000,03/23/2026,2025-11-06T00:00:00Z,,,2025-11-06T00:00:00Z,2025-12-10T00:00:00Z,,,2025-12-10T00:00:00Z,2026-01-10T00:00:00Z,,,,,,,,,2026-01-10T00:00:00Z,2026-02-19T00:00:00Z,,,,,2026-02-19T00:00:00Z,2026-03-26T00:00:00Z,,,,,2026-03-26T00:00:00Z,2026-04-28T00:00:00Z,,,2026-06-14T00:00:00Z,
33000280,Implementation 33000280,CAREpoint,Implementation Live/Complete,12355200000,2026-02-08T00:00:00Z,10/09/2025,2026-01-22,9072000000,02/06/2026,2025-09-22T00:00:00Z,,,,,,,,,2025-09-22T00:00:00Z,2025-10-20T00:00:00Z,,,,,,,2025-10-20T00:00:00Z,2025-11-20T00:00:00Z,,,,,2025-11-20T00:00:00Z,2025-12-25T00:00:00Z,,,,,,,,,2026-02-08T00:00:00Z,
33000281,Implementation 33000281,CAREpoint,Implementation Live/Complete,518400000,2026-06-25T00:00:00Z,11/14/2025,2026-06-11,18057600000,03/14/2026,2025-11-03T00:00:00Z,,,,,,,,,,,,,2025-11-03T00:00:00Z,2025-12-24T00:00:00Z,,,,,,,,,,,2025-12-24T00:00:00Z,2026-02-14T00:00:00Z,2026-02-14T00:00:00Z,2026-04-06T00:00:00Z,,,,,2026-06-25T00:00:00Z,
33000282,Implementation 33000282,CAREpoint,Implementation Live/Complete,3369600000,2026-05-23T00:00:00Z,10/31/2025,2026-05-05,16070400000,02/28/2026,2025-10-11T00:00:00Z,,,,,,,2025-10-11T00:00:00Z,2025-12-18T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,2025-12-18T00:00:00Z,2026-02-21T00:00:00Z,2026-05-23T00:00:00Z,
33000283,Implementation 33000283,CAREpoint,Implementation Live/Complete,3369600000,2026-05-23T00:00:00Z,01/13/2026,2026-05-16,10627200000,05/13/2026,2025-12-27T00:00:00Z,2025-12-27T00:00:00Z,2026-01-16T00:00:00Z,,,2026-01-16T00:00:00Z,2026-02-07T00:00:00Z,,,,,,,,,,,,,,,,,2026-02-07T00:00:00Z,2026-03-01T00:00:00Z,,,,,2026-03-01T00:00:00Z,2026-03-29T00:00:00Z,2026-03-29T00:00:00Z,2026-04-26T00:00:00Z,2026-05-23T00:00:00Z,
33000284,Implementation 33000284,e-Bridge,Implementation Live/Complete,432000000,2026-06-26T00:00:00Z,10/24/2025,2026-06-20,20649600000,02/21/2026,2025-10-16T00:00:00Z,,,,,2025-10-16T00:00:00Z,2025-12-20T00:00:00Z,,,,,,,2025-12-20T00:00:00Z,2026-02-22T00:00:00Z,,,,,,,,,,,,,,,2026-02-22T00:00:00Z,2026-04-29T00:00:00Z,,,2026-06-26T00:00:00Z,
33000285,Implementation 33000285,CAREpoint;e-Bridge,Implementation Live/Complete,8812800000,2026-03-21T00:00:00Z,10/21/2025,2026-03-11,12182400000,02/18/2026,2025-10-07T00:00:00Z,2025-10-07T00:00:00Z,2025-11-15T00:00:00Z,,,,,,,,,,,,,,,,,2025-11-15T00:00:00Z,2025-12-20T00:00:00Z,,,,,,,2025-12-20T00:00:00Z,2026-01-24T00:00:00Z,,,,,2026-03-21T00:00:00Z,
33000286,Implementation 33000286,CAREpoint,Implementation Live/Complete,10108800000,2026-03-06T00:00:00Z,10/09/2025,2026-02-14,11059200000,02/06/2026,2025-09-22T00:00:00Z,,,,,,,,,,,,,2025-09-22T00:00:00Z,2025-10-27T00:00:00Z,,,2025-10-27T00:00:00Z,2025-11-28T00:00:00Z,2025-11-28T00:00:00Z,2026-01-07T00:00:00Z,,,,,,,,,,,,,2026-03-06T00:00:00Z,
33000287,Implementation 33000287,CAREpoint,Implementation Live/Complete,1814400000,2026-06-10T00:00:00Z,10/19/2025,2026-05-27,19008000000,02/16/2026,2025-10-05T00:00:00Z,2025-10-05T00:00:00Z,2025-11-13T00:00:00Z,,,,,,,,,,,,,,,2025-11-13T00:00:00Z,2025-12-19T00:00:00Z,2025-12-19T00:00:00Z,2026-01-25T00:00:00Z,2026-01-25T00:00:00Z,2026-03-05T00:00:00Z,,,,,,,,,2026-03-05T00:00:00Z,2026-04-15T00:00:00Z,2026-06-10T00:00:00Z,
33000288,Implementation 33000288,CAREpoint;e-Bridge,Implementation Live/Complete,17452800000,2025-12-11T00:00:00Z,09/30/2025,2025-12-07,5875200000,01/28/2026,2025-09-22T00:00:00Z,,,2025-09-22T00:00:00Z,2025-10-10T00:00:00Z,,,,,,,,,,,2025-10-10T00:00:00Z,2025-10-31T00:00:00Z,,,,,,,,,,,,,2025-10-31T00:00:00Z,2025-11-15T00:00:00Z,,,2025-12-11T00:00:00Z,
33000289,Implementation 33000289,CAREpoint;e-Bridge,Implementation Live/Complete,3283200000,2026-05-24T00:00:00Z,10/22/2025,2026-04-29,16329600000,02/19/2026,2025-10-03T00:00:00Z,,,,,,,2025-10-03T00:00:00Z,2025-11-09T00:00:00Z,,,,,,,2025-11-09T00:00:00Z,2025-12-16T00:00:00Z,,,,,,,,,2025-12-16T00:00:00Z,2026-01-31T00:00:00Z,2026-01-31T00:00:00Z,2026-03-12T00:00:00Z,,,,,2026-05-24T00:00:00Z,
33000290,Implementation 33000290,CAREpoint;e-Bridge,Implementation Live/Complete,6652800000,2026-04-15T00:00:00Z,10/22/2025,2026-03-29,13651200000,02/19/2026,2025-10-02T00:00:00Z,,,,,,,,,,,,,2025-10-02T00:00:00Z,2025-12-05T00:00:00Z,,,,,,,,,,,2025-12-05T00:00:00Z,2026-02-02T00:00:00Z,,,,,,,2026-04-15T00:00:00Z,
